avg:,,,,,,,,
-99.933,-100.224,-99.616,-100.284,-100.191,-121.556,-123.762,-124.668,-122.845
max:,,,,,,,,
-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0
min:,,,,,,,,
-108.0,-109.0,-111.0,-108.0,-110.0,-200.0,-200.0,-200.0,-200.0
DQN,Vanilla_DT_Entropy_5,Vanilla_DT_Entropy_10,Vanilla_Gini_5,Vanilla_Gini_10,EE_Force,EE_KD,EE_Ball,EE_Brute
-105.0,-107.0,-102.0,-107.0,-104.0,-107.0,-119.0,-109.0,-120.0
-108.0,-106.0,-104.0,-102.0,-95.0,-84.0,-104.0,-107.0,-147.0
-107.0,-107.0,-105.0,-84.0,-103.0,-121.0,-105.0,-106.0,-106.0
-104.0,-107.0,-94.0,-85.0,-106.0,-158.0,-159.0,-106.0,-139.0
-96.0,-102.0,-108.0,-104.0,-105.0,-152.0,-121.0,-107.0,-154.0
-107.0,-101.0,-103.0,-107.0,-84.0,-173.0,-150.0,-121.0,-158.0
-104.0,-107.0,-106.0,-106.0,-105.0,-121.0,-139.0,-85.0,-119.0
-101.0,-107.0,-107.0,-87.0,-101.0,-108.0,-107.0,-159.0,-108.0
-103.0,-86.0,-108.0,-85.0,-105.0,-107.0,-200.0,-84.0,-107.0
-90.0,-107.0,-86.0,-107.0,-87.0,-107.0,-106.0,-85.0,-83.0
-87.0,-105.0,-104.0,-105.0,-107.0,-103.0,-107.0,-200.0,-86.0
-107.0,-106.0,-104.0,-107.0,-108.0,-159.0,-121.0,-85.0,-195.0
-101.0,-84.0,-106.0,-87.0,-108.0,-200.0,-152.0,-107.0,-107.0
-103.0,-102.0,-102.0,-105.0,-106.0,-107.0,-108.0,-103.0,-107.0
-102.0,-84.0,-108.0,-104.0,-104.0,-107.0,-109.0,-104.0,-89.0
-102.0,-108.0,-100.0,-103.0,-88.0,-158.0,-110.0,-122.0,-110.0
-103.0,-105.0,-105.0,-106.0,-106.0,-110.0,-158.0,-153.0,-85.0
-108.0,-100.0,-89.0,-108.0,-104.0,-154.0,-108.0,-107.0,-143.0
-97.0,-107.0,-105.0,-100.0,-108.0,-146.0,-110.0,-153.0,-108.0
-101.0,-87.0,-85.0,-106.0,-85.0,-154.0,-146.0,-107.0,-105.0
