avg:,,,,,,,,
29.762,-5.0,23.423,-5.0,27.121,21.916,21.931,21.676,22.353
max:,,,,,,,,
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,30.0,30.0
min:,,,,,,,,
-4.0,-5.0,-4.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0
DQN,Vanilla_DT_Entropy_5,Vanilla_DT_Entropy_10,Vanilla_Gini_5,Vanilla_Gini_10,EE_Force,EE_KD,EE_Ball,EE_Brute
30.0,-5.0,1.0,-5.0,30.0,30.0,30.0,30.0,30.0
30.0,-5.0,-3.0,-5.0,11.0,30.0,30.0,16.0,9.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,-4.0,22.0
30.0,-5.0,-3.0,-5.0,30.0,30.0,30.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,30.0,-4.0
30.0,-5.0,30.0,-5.0,30.0,30.0,1.0,10.0,-4.0
30.0,-5.0,30.0,-5.0,4.0,30.0,30.0,30.0,22.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,-1.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,-4.0,19.0,30.0
30.0,-5.0,17.0,-5.0,30.0,30.0,7.0,16.0,30.0
30.0,-5.0,19.0,-5.0,30.0,30.0,19.0,30.0,30.0
30.0,-5.0,3.0,-5.0,30.0,30.0,30.0,7.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,30.0,30.0
30.0,-5.0,7.0,-5.0,30.0,30.0,-2.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,30.0,10.0
30.0,-5.0,9.0,-5.0,9.0,30.0,12.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,22.0,7.0,4.0
30.0,-5.0,22.0,-5.0,30.0,30.0,19.0,16.0,30.0
30.0,-5.0,30.0,-5.0,30.0,10.0,30.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,22.0,1.0,30.0
30.0,-5.0,3.0,-5.0,30.0,-3.0,30.0,8.0,6.0
30.0,-5.0,30.0,-5.0,30.0,30.0,16.0,30.0,30.0
30.0,-5.0,8.0,-5.0,30.0,30.0,22.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,18.0,30.0
30.0,-5.0,30.0,-5.0,30.0,22.0,30.0,19.0,30.0
30.0,-5.0,9.0,-5.0,30.0,30.0,30.0,24.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,30.0,1.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,13.0,30.0
30.0,-5.0,30.0,-5.0,30.0,4.0,10.0,-3.0,30.0
30.0,-5.0,30.0,-5.0,30.0,-2.0,30.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,1.0,30.0
30.0,-5.0,30.0,-5.0,21.0,30.0,4.0,30.0,30.0
30.0,-5.0,24.0,-5.0,30.0,30.0,30.0,7.0,-3.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,16.0,30.0
30.0,-5.0,4.0,-5.0,30.0,-2.0,16.0,-3.0,30.0
30.0,-5.0,24.0,-5.0,30.0,30.0,30.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,30.0,22.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,22.0,3.0
11.0,-5.0,30.0,-5.0,30.0,-3.0,30.0,30.0,30.0
30.0,-5.0,20.0,-5.0,30.0,30.0,30.0,30.0,30.0
30.0,-5.0,2.0,-5.0,30.0,24.0,30.0,30.0,19.0
30.0,-5.0,15.0,-5.0,30.0,30.0,9.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,6.0,19.0
30.0,-5.0,5.0,-5.0,20.0,30.0,19.0,30.0,7.0
30.0,-5.0,30.0,-5.0,30.0,30.0,5.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,9.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,1.0,30.0
30.0,-5.0,30.0,-5.0,30.0,10.0,10.0,13.0,16.0
30.0,-5.0,4.0,-5.0,30.0,7.0,10.0,1.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,16.0,4.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,30.0,22.0
30.0,-5.0,17.0,-5.0,30.0,30.0,5.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,-2.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,16.0,30.0,16.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,30.0,-4.0
30.0,-5.0,30.0,-5.0,30.0,2.0,30.0,-3.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,22.0,8.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,4.0,30.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,1.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,-2.0,30.0
30.0,-5.0,30.0,-5.0,15.0,30.0,13.0,30.0,30.0
30.0,-5.0,-2.0,-5.0,30.0,30.0,30.0,15.0,30.0
30.0,-5.0,30.0,-5.0,2.0,30.0,22.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,16.0,30.0,30.0,30.0
30.0,-5.0,30.0,-5.0,15.0,1.0,30.0,30.0,-2.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,30.0,30.0
30.0,-5.0,-2.0,-5.0,30.0,30.0,10.0,15.0,2.0
30.0,-5.0,30.0,-5.0,-2.0,9.0,14.0,13.0,-4.0
30.0,-5.0,30.0,-5.0,30.0,16.0,30.0,16.0,30.0
30.0,-5.0,30.0,-5.0,30.0,13.0,30.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,6.0,7.0,30.0
30.0,-5.0,-3.0,-5.0,30.0,30.0,30.0,7.0,30.0
30.0,-5.0,11.0,-5.0,30.0,30.0,30.0,30.0,0.0
30.0,-5.0,30.0,-5.0,30.0,30.0,19.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,-2.0,30.0,30.0
30.0,-5.0,-2.0,-5.0,30.0,30.0,30.0,30.0,30.0
30.0,-5.0,1.0,-5.0,30.0,30.0,30.0,2.0,30.0
30.0,-5.0,7.0,-5.0,30.0,4.0,3.0,4.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,30.0,30.0
30.0,-5.0,16.0,-5.0,30.0,13.0,4.0,3.0,23.0
30.0,-5.0,30.0,-5.0,30.0,10.0,13.0,-2.0,7.0
30.0,-5.0,30.0,-5.0,0.0,30.0,16.0,30.0,30.0
30.0,-5.0,30.0,-5.0,-2.0,24.0,30.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,16.0,7.0,30.0,30.0
30.0,-5.0,30.0,-5.0,1.0,30.0,30.0,15.0,13.0
30.0,-5.0,4.0,-5.0,30.0,30.0,-2.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,30.0,-2.0
30.0,-5.0,4.0,-5.0,30.0,30.0,30.0,19.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,22.0,30.0,30.0
30.0,-5.0,30.0,-5.0,30.0,14.0,-3.0,-2.0,30.0
30.0,-5.0,30.0,-5.0,30.0,8.0,30.0,-4.0,30.0
30.0,-5.0,30.0,-5.0,30.0,30.0,30.0,30.0,1.0
